Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1992-10-01,417.8,418.67,415.46,416.29,227533321
1992-10-02,416.29,416.35,410.45,410.47,208922216
1992-10-05,410.47,410.47,396.8,407.57,318388883
1992-10-06,407.57,408.56,404.84,407.18,226111099
1992-10-07,407.17,408.6,403.91,404.25,204866655
1992-10-08,404.29,408.04,404.29,407.75,227777778
1992-10-09,407.75,407.75,402.42,402.66,198822222
1992-10-12,402.66,407.44,402.66,407.44,140744439
1992-10-13,407.44,410.64,406.83,409.3,207388895
1992-10-14,409.3,411.52,407.86,409.37,195444444
1992-10-15,409.34,411.03,407.92,409.6,237322216
1992-10-16,409.6,411.73,407.43,411.73,262133333
1992-10-19,411.73,414.98,410.66,414.98,246833327
1992-10-20,414.98,417.98,414.49,415.48,286900006
1992-10-21,415.53,416.15,414.54,415.67,243444433
1992-10-22,415.67,416.81,413.1,414.9,240444444
1992-10-23,414.9,416.23,413.68,414.1,221177790
1992-10-26,414.09,418.17,413.71,418.16,208955544
1992-10-27,418.18,419.2,416.97,418.49,224144450
1992-10-28,418.49,420.13,417.56,420.13,226566661
1992-10-29,420.15,421.16,419.83,420.86,229499994
1992-10-30,420.86,421.13,418.54,418.68,224366673
1992-11-02,418.66,422.75,418.12,422.75,225866667
1992-11-03,422.75,422.81,418.59,419.92,231266655
1992-11-04,419.91,421.07,416.61,417.11,216000000
1992-11-05,417.08,418.4,415.58,418.34,244144450
1992-11-06,418.35,418.35,417.01,417.58,228122216
1992-11-09,417.58,420.13,416.79,418.59,219511111
1992-11-10,418.59,419.71,417.98,418.62,247977766
1992-11-11,418.62,422.33,418.4,422.2,270833327
1992-11-12,422.2,423.1,421.7,422.87,251122228
1992-11-13,422.89,422.91,421.04,422.43,214388883
1992-11-16,422.44,422.44,420.35,420.68,192888889
1992-11-17,420.63,420.97,418.31,419.27,208511099
1992-11-18,419.27,423.49,419.24,422.85,243422222
1992-11-19,422.86,423.61,422.5,423.61,243022222
1992-11-20,423.61,426.98,423.61,426.65,286066679
1992-11-23,426.65,426.65,424.95,425.12,213922228
1992-11-24,425.14,429.31,424.83,427.59,268377790
1992-11-25,427.59,429.41,427.58,429.19,230777790
1992-11-27,429.19,431.93,429.17,430.16,117800000
1992-11-30,430.19,431.53,429.36,431.35,255722216
1992-12-01,431.35,431.47,429.2,430.78,287833339
1992-12-02,430.78,430.87,428.61,429.89,274455561
1992-12-03,429.98,430.99,428.8,429.91,264500006
1992-12-04,429.93,432.89,429.74,432.06,261066667
1992-12-07,432.06,435.31,432.06,435.31,241888901
1992-12-08,435.31,436.99,434.68,436.99,260366673
1992-12-09,436.99,436.99,433.98,435.65,255622210
1992-12-10,435.66,435.66,432.65,434.64,267377778
1992-12-11,434.64,434.64,433.34,433.73,182788883
1992-12-14,433.73,435.26,432.83,432.84,207822222
1992-12-15,432.82,433.66,431.92,432.57,253077784
1992-12-16,432.58,434.22,430.88,431.52,269033339
1992-12-17,431.52,435.44,431.46,435.43,279600000
1992-12-18,435.46,441.29,435.46,441.28,432555567
1992-12-21,441.26,441.26,439.65,440.7,249644444
